pair_idx,method,sufficiency,fidelity_plus,fidelity_minus,sparsity,conn_strict,conn_lenient
97,gnnexplainer,0.5799999833106995,-3.993510944155787e-08,0.16774173080921173,0.9999185977098822,0.0,0.0
98,gnnexplainer,0.9199999570846558,1.9967554720778935e-08,0.06023518741130829,1.0,0.0,0.0
99,gnnexplainer,0.9199999570846558,-7.390976008991856e-08,0.26262611150741577,0.9999720623568196,0.0,0.0
0,pgexplainer,0.9799999594688416,1.3899802979722153e-06,0.13447396457195282,0.999687206756334,0.0,0.0
1,pgexplainer,1.0,-0.18580615520477295,0.10525016486644745,0.9999440124416796,0.0,0.0
2,pgexplainer,0.9599999785423279,0.19788309931755066,0.18488053977489471,0.9999544626593807,0.0,0.0
3,pgexplainer,0.9599999785423279,-3.33786012163273e-08,0.16311080753803253,1.0,0.0,0.0
4,pgexplainer,0.7799999713897705,0.08332005143165588,0.17232610285282135,0.9999343946815955,0.0,0.0
5,pgexplainer,0.8199999928474426,-0.23140917718410492,0.0614495724439621,0.9872611464968153,0.0,0.0
6,pgexplainer,0.0,0.0013692474458366632,0.7643481492996216,0.9999369847187943,0.0,0.0
7,pgexplainer,0.6399999856948853,-0.2975063920021057,0.18417128920555115,0.9998048399687745,0.0,0.0
8,pgexplainer,0.9799999594688416,0.0001433135475963354,-0.05381150171160698,0.9995482471991326,0.0,0.0
9,pgexplainer,1.0,0.0009773942874744534,0.00071196403587237,0.999611046285492,0.0,0.0
10,pgexplainer,0.6599999666213989,-0.10780219733715057,0.15431904792785645,0.9998841238021298,0.0,0.0
11,pgexplainer,0.3999999761581421,0.13607221841812134,0.3509600758552551,0.9999170915723583,0.0,0.0
12,pgexplainer,0.7799999713897705,0.07552354782819748,0.3468727171421051,0.9999677429760331,0.0,0.0
13,pgexplainer,0.8799999952316284,-0.27830639481544495,-0.016067394986748695,0.9998093876578509,0.0,0.0
14,pgexplainer,0.6399999856948853,-0.0144961541518569,0.341339111328125,0.9998289574959377,0.0,0.0
15,pgexplainer,0.9799999594688416,-0.009585906751453876,0.08459676802158356,0.9994824016563147,0.0,0.0
16,pgexplainer,0.9799999594688416,0.15688858926296234,0.11179246753454208,0.9998900095691675,0.0,0.0
17,pgexplainer,0.7999999523162842,-0.1598433554172516,0.21428503096103668,0.9989209338826761,0.0,0.0
18,pgexplainer,1.0,-0.005001754034310579,0.002345008309930563,0.9998440667394355,0.0,0.0
19,pgexplainer,0.85999995470047,-0.4540247917175293,0.11729837208986282,0.9997344521748367,0.0,0.0
20,pgexplainer,0.6200000047683716,0.40627551078796387,0.342126727104187,0.998408656906429,0.0,0.0
21,pgexplainer,1.0,0.027099253609776497,-0.01678338274359703,0.9998949524659909,0.0,0.0
22,pgexplainer,0.3799999952316284,0.17556853592395782,0.4201095402240753,0.9998887306391312,0.0,0.0
23,pgexplainer,1.0,3.075599579460686e-07,0.09362759441137314,0.9998797932443804,0.0,0.0
24,pgexplainer,0.9799999594688416,-0.43064597249031067,0.18045882880687714,0.999258765102661,0.0,0.0
25,pgexplainer,0.14000000059604645,-0.36656516790390015,0.2654756009578705,0.9996192941713937,0.0,0.0
26,pgexplainer,0.9799999594688416,0.054921217262744904,0.03909221664071083,0.9993408662900188,0.0,0.0
27,pgexplainer,0.85999995470047,-0.1660224050283432,-0.12806707620620728,0.9999098774333093,0.0,0.0
28,pgexplainer,1.0,-0.0036749718710780144,-0.0029439448844641447,0.9993578517221249,0.0,0.0
29,pgexplainer,0.9399999976158142,-0.02629043348133564,0.061479005962610245,0.9999166365632034,0.0,0.0
30,pgexplainer,0.19999998807907104,0.21755743026733398,0.4132652282714844,0.9999683323833048,0.0,0.0
31,pgexplainer,0.03999999910593033,-0.13553346693515778,0.4756603240966797,0.9998864681372828,0.0,0.0
32,pgexplainer,1.0,0.0560523197054863,0.038430001586675644,0.9998388742682206,0.0,0.0
33,pgexplainer,0.85999995470047,0.02420317381620407,0.10841868072748184,0.999592626540381,1.0,0.0
34,pgexplainer,0.8999999761581421,0.05893446132540703,0.06994634121656418,0.999795077767987,0.0,0.0
35,pgexplainer,0.0,0.18940484523773193,0.7949879169464111,0.9999066127510949,0.0,0.0
36,pgexplainer,1.0,0.035835955291986465,0.08218014240264893,0.9999536965581108,0.0,0.0
37,pgexplainer,0.019999999552965164,0.0068778544664382935,-0.4277690649032593,0.9994896657310538,0.0,0.0
38,pgexplainer,1.0,-0.24927611649036407,0.08665800094604492,0.9999610026986132,0.0,0.0
39,pgexplainer,0.7400000095367432,-0.09126292169094086,-0.08153625577688217,0.9999249887483123,0.0,0.0
40,pgexplainer,1.0,0.06397596001625061,-0.13455751538276672,0.9999647365822696,0.0,0.0
41,pgexplainer,0.9799999594688416,-0.019813263788819313,-0.02301824279129505,0.999692638696788,0.0,0.0
42,pgexplainer,0.9199999570846558,0.03052557073533535,-0.1524398922920227,0.9999348555421648,0.0,0.0
43,pgexplainer,0.9199999570846558,0.13560344278812408,0.12405035644769669,0.9999210032586155,0.0,0.0
44,pgexplainer,0.7599999904632568,-0.23279628157615662,-0.06899756193161011,0.9997766950872919,0.0,0.0
45,pgexplainer,0.9799999594688416,0.056239355355501175,0.03271745145320892,0.9997835310416486,0.0,0.0
46,pgexplainer,0.9799999594688416,0.2787463366985321,0.23140262067317963,0.9998962784715596,0.0,0.0
47,pgexplainer,1.0,0.0024456344544887543,-0.01567929983139038,0.9997661973294539,0.0,0.0
48,pgexplainer,1.0,0.04322024807333946,-0.011564106680452824,0.9999567840412107,0.0,0.0
